query_id,query_text,doc_id,label
q_10,"Lenovo ThinkPad T490 14"" Intel Core i5-8265U 16GB RAM 256GB SSD Windows 11 Pro - Non-Touch Screen (Renewed) Lenovo  Intel Core i5 1.6 GHz  Integrated  SSD 256 GB ThinkPad T490 Windows 11 Pro  16 GB 14 Inches",630187a3455f,1
q_11,"Dell Inspiron 15 3530 Laptop – Intel Core i5-1334U – 16 GB RAM – 512 GB PCIe NVMe SSD – 15.6 inch 1920x1080 120 Hz – Windows 11 – Platinum Silver DELL  Intel Core i5  Silver Integrated   512 GB Inspiron 15 3530 Windows 11 Home  16 GB 15.6 Inches Anti Glare Coating, Memory Card Slot, Numeric Keypad",957b515a9003,1
q_12,"HP ProBook 430 G4 Intel i3 7100U 8GB RAM 128GB SSD 13.3"" Win 11 (Renewed) HP  Intel Core i5 2.4 GHz  Integrated  SSD  ProBook 430 G4 Windows 11 2 8 GB 13.3 Inches",886d1a3305e0,1
q_13,"Dell Latitude 7390 13.3"" Touch Screen i5 8250U 16GB 256GB W11 Pro (Renewed), DW541 DELL  Core i5 1.7 GHz  Integrated   256 GB Latitude Windows 11  16 GB 13.3 Inches touchscreen",f5fdd35af128,1
q_14,Lenovo ThinkPad T460 14-in Intel i5-6300 8GB RAM 128GB SSD Windows 11 (Renewed) Lenovo  Core i5-6300U 2.4 GHz Black Integrated   256 GB ThinkPad T460 Windows 11  8 GB 14 Inches,f487ddef1bef,1
q_15,"ASUS Vivobook Go 15 Laptop, 15.6-inch, Windows 11 Home, Intel Pentium Silver N6000 Processor, 256GB SSD, 8GB RAM, Intel HD Graphics Graphics, Peacock Blue, E510KA-EJ134W ASUS  Pentium  Peacock Blue Dedicated   256 GB Vivobook Go Windows 11 Home  8 GB 15.6 Inches Anti Glare Coating, Backlit Keyboard, Memory Card Slot",2405aa7d8617,1
q_16,"Dell Latitude 7390 13.3"" i7-8650U 16GB 256GB W11Pro (Renewed) Dell  Intel Core i7 1.9 GHz  Integrated   256 GB Latitude Windows 11 Pro  16 GB 13.3 Inches Long Battery Life",b2a981d32c67,1
q_17,"Microsoft Surface Laptop GO -12.4"" Touch Screen Intel Core i5 10th Generation 1035G1 16GB RAM 256GB SSD Windows 11 Notebook PC (Renewed) Microsoft Intel Intel Core i5 1 GHz    SSD 256 GB  Windows 11 4  12.4 Inches",af990df70783,1
q_18,"Dell Latitude 7490 14"" Core i5 8th Generation 8350U 16GB RAM 256GB M.2 SSD Windows 11 Slim Laptop PC with USB-C (Renewed) DELL  Intel Core i5 1.7 GHz  Integrated Intel HD Graphics  256 GB Latitude Windows 11  16 GB 14 Inches",3ba6d2618cce,1
q_19,"Lenovo IdeaPad 1 Laptop Computer for Home and Business Student, 16GB DDR4 RAM, 512GB PCIe SSD, 15.6"" FHD, Intel Dual-Core Processor, WiFi 6, Bluetooth, Type-C, HDMI, Windows 11 Pro, Wendbo Lenovo  Celeron  Cloud Grey Integrated   512 GB IdeaPad Windows 11 Pro  16 GB 15.6 Inches HD Audio",a99ca0d6b3ed,1
q_20,"HP 14"" Laptop, 14-inch FHD Display, Intel i3-1215U Processor, 16GB RAM, 512GB SSD, Intel UHD Graphics, Windows 11, Slim & Lightweight Design, Long Battery Life, Silver, B22Z1PA HP  Core i3 4.4 Silver Integrated   512 GB HP 14"" Laptop Windows 11 Home  16 GB 14",e81cca1888e4,1
q_21,"HP EliteBook X360 830 G6 13.3"" Intel i5-8265U 16GB RAM 256GB SSD Win 11 (Renewed) HP  Core i5 Family  Black or Silver Integrated   256 GB EliteBook X360 830 G6 Windows 11  16 GB 13.3 Inches Convertible Design",717dd02ccc01,1
q_22,"Lenovo ThinkPad T460S 14"" Intel Core i5-6300 8GB RAM 256GB SSD Windows 11 (Renewed) Lenovo  Intel Core i5 2.4 GHz  Integrated  SSD  ThinkPad T460s Windows 11 2 8 GB 14 Inches",f29989b2cd20,1
q_23,"Dell Latitude 7400 Touch Laptop Intel i5-8365U Win 11 16GB RAM 256GB SSD (Renewed) DELL  Intel Core i5   Integrated Intel UHD Graphics 620  256 GB 1044 Windows 11  16 GB 14 Inches Integrated Webcam, Touchscreen",dcfe355195e7,1
q_24,Panasonic Laptop Let's Note CF-SZ5/12.1inch/Win 11 Pro/Core i5-6300U/Webcam/WiFi/Bluetooth/HDMI/8GB/512GB SSD (Renewed) Panasonic  Intel Core i5 2.4 GHz Silver Integrated   512 GB Let s Note Windows 11  8 GB 12.1 Inches,36e63318f2ec,1
q_25,"Dell Latitude 5491 14"" Laptop - Intel i5-8300H, 16GB RAM, 512GB SSD, Win 11 Pro (Renewed) DELL  Core i5 8300H 2.3 GHz  Integrated  SSD 512 GB Latitude 5491 Windows 11 Pro  16 GB 14 Inches",e278221822d5,1
q_26,Dell Latitude 7400 14-inch Intel i5-8365U 16GB RAM 256GB SSD Windows 11 Laptop (Renewed) DELL  Intel Core i5 4.1 GHz Silver Integrated   256 GB Latitude 7400 Windows 11  16 GB 14 Inches,b833fb1dc8ce,1
q_27,"ASUS TUF Gaming F16 Gaming Laptop. 16"" FHD+ Display. Intel Core i7-13620H Processor 2.4 GHz (up to 4.9 GHz). NVIDIA GeForce RTX 4050 Laptop GPU. DDR5 16GB RAM. 512GB PCIe 4.0 SSD. Wi-Fi 6. Win 11 Home ASUS  Intel Core 7  Mecha Gray Dedicated   512 GB FX607VU-RL097W Windows 11 Home  16 GB 16 Inches Anti Glare Coating, Backlit Keyboard, Lightweight",0c533fd2b1fd,1
q_28,"Acer Spin 5 SP513-53N 13.3"" 2-in-1 Touch Screen Intel i5 8265U 1.60GHz 8GB RAM 256GB SSD Win 11 (Renewed) acer  Core i5 1.6 GHz Black Integrated   256 GB Spin 5 Windows 11  8 GB 13.3 Inches",0ce33a941fbd,1
q_29,"Microsoft Surface Pro 4 12.3"" i5-6300U, 8GB, 256GB, Win11 Pro (Renewed) Microsoft  Intel Core i5 2.4 GHz  Integrated  SSD  Surface Pro 4 Windows 11 Professional 2 8 GB 12.3 Inches",61e7a333f693,1
q_30,"MSI Modern 15 H B13M 15.6"" 1080p IPS i9 13900H 32GB 1TB SSD WiFi 6E W11H Laptop MSI  Core i9 2.6 GHz  Integrated  SSD  Modern Windows 11 Home 14 32 GB 15.6",66e28aa8d527,1
q_31,HP 17.3 Laptop https://www.amazon.com.au/HP-Display-Intel-Core-Processor-Windows-11-Home/dp/B0FK92F32P/ref=sr_1_35,6a1655af7f8e,1
q_32,"Dell 15 Laptop DC15250-15.6-inch FHD+ 120Hz Display, 13th Gen Intel Core i5-1334U, 16GB RAM, 512GB SSD, Intel UHD Graphics, Windows 11 Home, 1 Year Basic Onsite Service - Platinum Silver DELL  Intel Core i5  Silver Integrated   512 GB Dell Dell Dc15250 Laptop Windows 11 Home  16 GB 15.6 Inches Numeric Keypad, Spill Resistant",21601e3f7b98,1
q_33,"Dell Latitude 13.3"" 5310 Intel Core i5-10310U 32GB 512GB SSD Windows 11 Pro Touch Screen (New Compatible Battery Installed) (Renewed) DELL  Core i5-10310U 4.4 GHz Black and Silver Integrated   512 GB Dell 5310 Windows 11 Pro  32 GB 13.3 Inches",772ce7041d8f,1
q_34,"Dell Latitude 7290 12.5"" Intel i5-8350U 16GB RAM 256GB SSD Win 11 Pro Laptop (Renewed) DELL  Intel Core i5 1.7 GHz  Integrated   256 GB Latitude 7290 Windows 11 Pro  16 GB 12.5 Inches Integrated Graphics (UHD Graphics 620)",129f444b3964,1
q_35,"Lenovo Yoga Slim 7 14IMH9 Laptop, 14"", 1TB/32GB RAM, Intel Core Ultra 7 155H, Luna Grey Lenovo  Intel Core Ultra 7  Gray Integrated   1 TB Yoga Slim 7 Windows 11 Home  32 GB 14 Inches AI, Backlit Keyboard, HD Audio, Lightweight, TrackPoint",c8e7cec85a04,1
q_36,"Dell Latitude 5490 14"" FHD Non-Touch Screen Intel i5-8250U 16GB 256GB SSD Win11 Pro Notebook (Renewed) DELL  Core i5 8250U  Black Integrated   256 GB Dell Latitude 5490 Windows 11  16 GB 14 Inches touchscreen",5f90d472986d,1
q_37,HP Probook 430 G7 13.3-in Intel Core i5-10210U 16GB RAM 256GB SSD Windows 11 Pro (Renewed) HP  Core i5-10210U  Black or Silver Integrated   16 GB Probook 430 G7 Windows 11 Pro  16 GB 13.3 Inches Anti Glare Coating,f9eb10e61ddc,1
q_38,"ERAZER Crawler E30e Gaming Laptop - Intel Core i5, 16GB RAM, 1 TB SSD, NVIDIA GeForce RTX 2050, 15.6"", 1920x1080 Full HD (60hz), Windows 11 Home - RGB Backlit Keyboard ERAZER  Core i5-12450H  Black Dedicated   1 TB ERAZER Crawler E30e 1TB Windows 11 Home  16 GB 15.6 Inches Anti Glare Coating, Backlit Keyboard, Numeric Keypad",43c226004fc3,1
q_39,"Dell Latitude 5410 14"" FHD Intel Core i5-10210U 16GB RAM 256GB SSD Win 11 Pro Laptop (Renewed) DELL  Intel Core i5 1.6 GHz Black Integrated   256 GB Latitude 5410 Windows 11 Pro  16 GB 14 Inches",8b2ade04a8c4,1
q_40,"HP Victus 15.6"" 144Hz FHD (1920x1080) IPS Laptop 2024 New | AMD Ryzen 5 7535HS 6-Core | AMD Radeon RX 6550M Graphics | Backlit Keyboard | Wi-Fi 6 | 8GB DDR5 512GB SSD | Win11 Home HP  Ryzen 5  Mica Silver Dedicated   512 GB 15-FB206KXDW Windows 11 Home  8 GB 15.6 Inches Anti Glare Coating, Backlit Keyboard, HD Audio, Memory Card Slot, Numeric Keypad",eeb083e94554,1
q_41,"Apple 2017 MacBook Pro A1706 13"" Touch Bar Intel i5-7267U 8GB RAM 256GB SSD Mac OS (Renewed) Apple  Intel Core i5 3.1 GHz  Integrated  SSD  MacBook Pro 13"" (Mid-2017, Touch Bar) Mac OS 2 8 GB 13.3 Inches",2d10d5cd16aa,1
q_42,"DELL Latitude E7270 12.5"""" HD i7-6600U 8GB 256GB Win11 (Renewed), DY062 DELL  Intel Core i7 3.4 GHz    SSD 256 GB Latitude Windows 11  16 GB 12.5 Inches",56d6620cc00b,1
q_43,"Asus Vivobook 15 15.6"" FHD 1080p IPS i5-13420H 16GB 512GB SSD WiFi 6E W11H Laptop (X1502VA-BQ705W) ASUS  Core i5 4.6 GHz  Integrated  SSD  Vivobook 15 Windows 11 Home  16 GB 15.6 Inches",b813cd897b5f,1
q_44,"Lenovo IdeaPad 5 2-in-1 14-Inch FHD Display with 10 Point Multi Touch Intel Core i5-13420H 512 GB SSD 8 GB Windows 11 Home, Luna Grey Lenovo  Core i5  Gray Integrated   512 GB IdeaPad 5 2-in-1 Windows 11 Home  8 GB 14 Inches Backlit Keyboard, Fingerprint Reader, HD Audio, Lightweight, Memory Card Slot",45c688438173,1
q_45,"HP EliteBook 830 G6 13.3 inch, Intel i5 8265U, 8GB RAM, 256GB SSD Window 11 (Renewed) HP  Intel Core i5 3.9 GHz  Integrated  SSD 256 GB EliteBook 830 G6 Windows 11  8 GB 13.3 Inches",c46bb9b15220,1
q_46,"Acer Aspire 3 Slim Laptop, 15.6"" FHD IPS Display, AMD Ryzzen 3 7320U, 8GB LPDDR5 RAM, 128GB SSD, WiFi 6, English Keyboard, Windows 11 Home in S Mode acer  Ryzen 3  Silver Integrated   128 GB Laptop Windows 11 S  8 GB 15.6 Inches Backlit Keyboard",cc593fe53367,1
q_47,"Lenovo 14"" OLED IdeaPad Slim 5 Laptop: AI QC XPlus 32GB, 1TB SSD Copilot + PC (83HL000DAU) Lenovo  Snapdragon X Plus  Gray Integrated   1 TB IdeaPad Slim 5 Windows 11 Home  32 GB 14 Inches Anti Glare Coating, Backlit Keyboard, Fingerprint Reader, HD Audio, Memory Card Slot",a340241bf8af,1
q_48,"Dell Latitude 7390 2 in 1 13.3"" Intel i5-8250U Touchscreen 8GB 256GB SSD Windows 11 Pro (Renewed) DELL  Intel Core i5  Black or Silver Integrated   256 GB Latitude 7390 Windows 11  8 GB 13.3 Inches Touchscreen, Gorilla Glass",16b7ce466437,1
q_49,"Dell Latitude 7410 2-in-1 Intel i5 10310U 1.70GHz 16GB RAM 256GB SSD 14"" Win 11 (Renewed) DELL  Core i5-10310U 1.7 GHz    SSD 256 GB Latitude Windows 11  16 GB 14 Inches",b6c40b5e40d3,1
q_50,"Lenovo L13 13.3"" Intel i5-10210U 8GB RAM 512GB SSD Windows 11 Laptop (Renewed) Lenovo  Core i5 Family 1.6 GHz Black Integrated   256 GB ThinkPad L13 Windows 11 Pro  8 GB 13.3 Inches",3ca20a774222,1
q_51,"HP Chromebook 14"" HD Laptop for Business & Students, Intel Celeron N4120, 4GB LPDDR4, 224GB Storage(64GB eMMC+160GB Docking Station), UHD Graphics, Webcam, Long Battery Life, Chrome OS, Modern Gray HP  Celeron N  Gray Integrated   64 GB HP Chromebook 14 Chrome OS  4 GB 14 Inches HD Audio",ca731cfe920d,1
q_52,"HP Probook 450 G5 15.6"" FHD i5-8250U 16GB RAM 256GB SSD Win 11 Pro (Renewed) HP  Core i5 8250U 3.4 GHz Silver   SSD 256 GB Probook 450 G5 Windows 11  8 GB 15.6 Inches",4f21995bc110,1
q_53,"Asus Vivobook 16 16"" WUXGA IPS Ryzen AI 7 350 16GB RAM 1TB SSD Ryzen AI WiFi 6 W11H Laptop (M1607KA-MB058W) ASUS  AMD Ryzen 7 5 GHz  Integrated  SSD 1 TB Vivobook 16 Windows 11 Home  16 GB 16 Inches",359508c422c3,1
q_54,"HP 15.6"" Business Laptop, Free Microsoft Office 2024 Lifetime License, Copilot AI Chat, HD Touchscreen Display, Intel 6-Core i3-1215U 4.4 GHz, 16GB RAM, 512GB SSD, Long Battery Life, Windows 11 Pro HP  Core i3  Silver Integrated   512 GB 15-DY5033DX Windows 11 Pro  16 GB 15.6 Inches Numeric Keypad",5a371a4317ee,1
q_55,"Dell Latitude 5400 14"" Intel i5-8365U 16GB RAM 512GB SSD Windows 11 Pro Laptop (Renewed) DELL  Core i5 Family 1.6 GHz black or silver Integrated   512 GB Latitude 5400 Windows 11 Pro  16 GB 14 Inches",7845eaa0404b,1
q_56,"Dell Latitude 5300 Intel i5 8265U 1.60GHz 16GB RAM 256GB SSD 13.3"" Win 11 (Renewed) DELL  Core i5-8365U 1.6 GHz  Integrated  SSD 256 GB Dell Latitude 5300 Windows 11 Pro  16 GB 13.3 Inches",0675050327f2,1
q_57,Apple MacBook Pro 2016 15-in Intel i7-6820HQ 16GB RAM 512GB SSD MacOS (Renewed) Apple  Intel Core i7 2.9 GHz  Integrated  SSD 8 GB MacBook Pro Mac OS  16 GB 15.4 Inches,93f1ba30b2f1,1
q_58,"ASUS Vivobook15' OLED 2.8K 120hz, AMD Ryzen 7, 16GB, 512G SSD, WIN11 Home AMD Radeon Graphics, Wifi 6, Laptop notebook   AMD Ryzen 7  Black Dedicated  SSD 512 GB ASUS Vivobook15 OLED 2.8K 120hz Windows 11 Home  16 GB 15.6 Inches",7788d6a2c98f,1
q_59,Lenovo IdeaPad 3i Chromebook 15.6” FHD 1920 x 1080 Display | Intel Celeron N4500 1.1GHz | Intel UHD Graphics | Camera |Grey | 4GB RAM | 64GB SSD | Chrome OS | Bundle with USB 3.0 Hub Lenovo  Celeron  Grey Intel UHD Graphics   64 GB Lenovo Ideapad Chrome OS  4 GB 15.6 Inches Numeric Keypad,064ddb0c90ca,1
q_60,"Dell Latitude 5420 14"" FHD Laptop i5-1135G7 16GB 512GB SSD Windows 11 Pro (Renewed) DELL  Intel Core i5-1135G7  Silver Integrated   512 GB Latitude 5420 Windows 11 Pro  16 GB 14 Inches Durable chassis",034e7d1a4d9e,1
q_61,"Microsoft Surface Laptop 4 13.5"" Touch Screen Intel Core i5 11th Generation 1145G7 8GB RAM 512GB SSD Windows 11 Pro Notebook PC (Renewed) Microsoft  Intel Core i5 2.6 GHz  Integrated  SSD 512 GB Surface Laptop 4 Windows 11  8 GB 13.5 Inches",f015cafcc39b,1
q_62,"11 inch Intel N150 2-in-1 Laptops, Windows 11 Touchscreen PC by BNCF, 12GB RAM 512GB SSD,1920x1080 IPS FHD Portable Tablet USB-C/HDMI WiFi 6, 34.2Wh Battery with Pogo pin Keyboard and Kickstand BNCF  Intel Mobile CPU  siliver Integrated   512 GB NewBook 11 512 Windows 11 Pro  12 GB 11 Inches 2-in-1 Convertible Tablet with Detachable Keyboard",51711ea5c050,1
q_63,"ASUS Vivobook D1502YA-NJ091W 15.6"" Ryzen 7 Laptop Win 11 ASUS  Ryzen 7  Blue Integrated   1 TB VivoBook Windows 11 Home  16 GB 15.6 Inches Anti Glare Coating",5b98c45e1be2,1
q_64,"MSI Thin 15 B13UC-2443AU Gaming Laptop, 15'' FHD 144Hz Display, Raptor Lake i5-13420H Processor, NVIDIA GeForce RTX 3050, DDR IV 8GB*2 RAM, 512GB SSD, Windows11 Home, Cosmos Gray MSI   4.9 GHz Cosmos Gray NVIDA RTX 3050 NVIDIA GeForce RTX 3050   Thin 15 B13UC-2443AU Windows 11 Home  16 GB 15.6 Inches Backlit Keyboard, HD Audio, Memory Card Slot",d0408be245d1,1
q_65,HP Probook 430 G5 i5-8250U 16GB RAM 256GB SSD 1.60GHz Windows 11 Pro (Renewed) HP  Intel Core i5 1.6 GHz  Integrated  SSD 256 GB Probook 430 G5 Windows 11 Pro  16 GB 13.3 Inches,f31c9976d207,1
q_66,"Dell Latitude 5480 14"" i5-7200U 16GB RAM 256GB SSD Winodws 11 Pro (Renewed) DELL  Core i5 7200U 3.1 GHz  Integrated  SSD 256 GB Latitude Windows 11  16 GB 14 Inches",6eed4c37c0ad,1
q_67,"2020 MacBook Air with 1.1GHz Intel Core i3 (13-inch, 8GB RAM, 256GB SSD) Space Gray (Renewed) Apple  Core i3 1.1 GHz  Integrated  SSD 256 MacBook Air MacOs Sonoma  8 GB 13",2cb49b4d97dd,1
q_68,"Dell Latitude 3590 Intel i5 8250U 16GB RAM 256GB SSD 15.6"" Windows 11 (Renewed) DELL  Intel Core i5 1.6 GHz  Integrated  SSD 256 GB Latitude 3590 Windows 11  16 GB 15.6 Inches",24cf1b570871,1
q_69,"Dell Inspiron Touchscreen Laptop, 15.6"" Business & Student Laptop Computer, Windows 11 Pro Laptop 16GB RAM 1TB SSD, Intel i5-1155G7 Processor, Full HD IPS Display, Numeric Keypad, Carbon Black DELL  Core i5  Black Integrated   1 TB Dell inspiron Windows 11 Pro  16 GB 15.6 Inches HD Audio",03e17f443882,1
q_70,"HP OmniBook X Flip Next Gen AI Laptop, 16'' 2K Touch Display, Built-in AI, Intel Core Ultra 5 226V Processor, 16GB RAM, 512GB SSD, Intel Graphics, Windows 11 Home, Convertible, Silver, BD5R0PA HP  Intel Core Ultra 5 4.5 GHz Silver Intel® Integrated Graphics Intel® Graphics   HP 16"" Laptop Windows 11 Home  16 GB 16 Inches",9ca89638820f,1
q_71,"Dell Latitude 5410 14"" Intel i7-10610U 16GB RAM 512GB SSD Win 11 Pro - New Compatible Battery Installed (Renewed) DELL  Intel Core i7 1.8 GHz  Integrated  SSD 16 GB Latitude 5410 Windows 11 Pro  16 GB 14 Inches",3d2e45040b1e,1
q_72,"HP OmniBook 5 Next Gen AI 16"" Laptop, 2K OLED Display, Qualcomm® Snapdragon® X Processor, 16GB RAM, 512GB SSD, Windows 11 Home, Glacier Silver, C42DWPA HP  Snapdragon X 2.97 GHz Eclipse Gray Qualcomm Adreno Qualcomm Adreno   OmniBook 5 16 Windows 11 Home  16 GB 16 Inches",746bfad64f57,1
q_73,"HP ZBook 14u G6 Intel i7 8665U 1.80GHz 16GB RAM 512GB SSD 14"" Win 11P (Renewed) HP  Core i7-8665U 1.8 GHz  Integrated  SSD 512 GB ZBook 14u G6 Windows 11 Pro  16 GB 14 Inches",d04c1dfdbea2,1
q_74,"HP Flagship 14"" Laptop with 1 Year Office 365 | 16GB RAM | 1.22TB Storage(64GB eMMC & 160GB Docking Station & 1TB Cloud Storage) | Intel 4-Core Processor| Webcam | Wi-Fi | Windows 11 | Pink HP  Celeron N  Pink Integrated   64 GB HP Stream Windows 11 S  16 GB 14 Inches Anti Glare Coating",6baad4a857bb,1
q_75,"Lenovo ThinkPad L13 Gen 2 Intel i5 1135G7 2.40Ghz 8GB RAM 512GB SSD 13.3"" Win 11 (Renewed) Lenovo  Intel Core i5 2.4 GHz  Integrated  SSD  ThinkPad L13 Gen 2 Windows 11 4 8 GB 13.3 Inches",b7b12c132603,1
q_76,"Lenovo ThinkPad X1 Yoga Gen 3 i5-8250u 16GB RAM 256GB SSD 14"" FHD Touch Win 11 (Renewed) Lenovo  Core i5 8250U  Black Integrated   256 GB ThinkPad X1 Yoga Gen 3 Windows 11 Pro  16 GB 14 Inches Support Stylus",0f75524b74d6,1
q_77,"Dell Laptop Latitude 13 5320 13.3"" Intel Core i7-1185G7 16GB RAM 512GB SSD Windows 11 Pro (Renewed) DELL  Intel Core i7 1185G7  Black Integrated   512 GB Latitude Windows 10  16 GB 13.3 Inches Backlit Keyboard, touchscreen",b8be11f5e9cf,1
q_78,"Dell Latitude 5310 13"" Intel i5-10210U 16GB 512GB Touch Screen Win11 Pro (New Battery insalled)(Renewed) DELL  Intel Core i5  black or silver Integrated   512 GB Latitude 5310 Windows 11 Pro  16 GB 13 Inches Touchscreen Display",d7bcc163401d,1
q_79,"Huawei MateBook 14 Laptop i5-1135G7 up to 4.2GHz 14"" QHD 512GB 8GB RAM Windows 11 (Renewed) HUAWEI  Core i5  Black or Silver Integrated   512 GB MateBook 14 (2021) Windows 11 Home  8 GB 14 Inches Backlit Keyboard, Fingerprint Reader",5cf398aa6f56,1
q_80,"Dell Latitude 5310 13"" Intel i5-10310U 16GB 512GB Touch Screen Windows11 Pro (Renewed) DELL  Core i5-10310U  Silver Integrated   512 GB Dell Latitude 5310 Windows 11 Pro  16 GB 13 Inches Touch Screen",1a50532617a8,1
q_81,"Apple MacBook Air (13.6-inch, Apple M2 chip, 16GB RAM, 256GB) - Starlight Apple  Apple M2 0.01 Starilght Integrated  SSD  MacBook Air Mac OS  16 GB 13.6",3c612c00abd7,1
q_82,"Dell Precision 3541 15.6"" Intel i5-9400H 16GB RAM 256GB SSD Win 11 Pro Laptop (Renewed) DELL  Intel Core i5  Black and Silver Dedicated   256 GB Precision 3541 Windows 11 Pro  16 GB 15.6 Inches Anti Glare Coating",34b1ebdee81f,1
q_83,"Dell Latitude 3500 Intel i5 8265U 1.60GHz 16GB RAM 256GB SSD 15.6"" Win11 (Renewed) DELL  Core i5-8265U 1.6 GHz  Integrated  SSD  Latitude 3500 Windows 11 4 16 GB 15.6 Inches",342896b55d4a,1
q_84,"HP Elitebook x360 830 G7 13.3"" Touch Screen Core i5 8th Generation 10210U 32GB RAM 2TB M.2 SSD Windows 11 Slim Laptop PC with Charger (Renewed) HP Intel Intel Core i5 1.6 GHz    SSD 2 TB  Windows 11 4  13.3 Inches",fd4acff4a776,1
q_85,"Dell Latitude 5330 Intel i7-1265U 3.0GHz 16GB RAM 512GB SSD 13.3"" Win 11 Pro (Renewed) DELL  Intel Core i7 3 GHz  Integrated  SSD 16 GB Latitude 5320 Windows 11 Pro  16 GB 13.3 Inches",c5d43922840d,1
q_86,"Dell Latitude 5520 Intel i5-1135G7 1.70GHz 16GB RAM 512GB SSD 15.6"" FHD Win 11 (Renewed) DELL  Core i5 2.4  Integrated  SSD 512 GB Latitude 5510 Windows 11  16 GB 15.6 Inches",8e625aef5706,1
q_87,"Acer Swift Go 14 AI SFG14-01 Snapdragon X 16Gb RAM 512GB 14.5"" WUXGA IPS 120Hz (Renewed) acer  Snapdragon 3.4 GHz Silver   SSD 512 GB  Windows 11 8  14.5 Inches",d16ba6c04220,1
q_88,"Dell Latitude 5400 14"" Laptop i5-8365U 16GB 512GB Win 11 Pro (New Battery Installed) (Renewed) DELL  Intel Core i5  black, silver, or dark blue Integrated   512 GB Latitude 5400 Windows 11 Pro  16 GB 14 Inches Fingerprint Reader",9c1776e0bd07,1
q_89,"ERAZER Defender P50 Gaming Laptop - Intel Core i7, 16GB RAM, 1 TB SSD, NVidia RTX 4060, 17.3"", 1920x1080 Full HD (144Hz), Windows 11 Home - Backlit Keyboard ERAZER  Intel Core i7  Black Dedicated   1 TB Defender P50 Windows 11 Home  16 GB 17.3 Inches Backlit Keyboard",a5df59f04f51,1
